"","charMA.DRUGBANK_ID","charMA.DRUG_GROUPS","charMA.GENERIC_NAME"
"CMP5116","DB07747","experimental","(3R)-N-(4-CHLOROPHENYL)-3-(HYDROXYMETHYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE"
"CMP5117","DB07748","experimental","2-({[4-(TRIFLUOROMETHOXY)PHENYL]SULFONYL}AMINO)ETHYL DIHYDROGEN PHOSPHATE"
"CMP5118","DB07749","experimental","2-ACETYLAMINO-4-METHYL-PENTANOIC ACID (1-FORMYL-2-PHENYL-ETHYL)-AMIDE"
"CMP5119","DB07750","experimental","(2R)-1-[4-({4-[(2,5-Dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol"
"CMP5120","DB07751","experimental","(2S)-1-[4-({6-[(2,6-Difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol"
"CMP5121","DB07753","experimental","3',5'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID"
"CMP5122","DB07754","experimental","DCFBC"
"CMP5123","DB07755","experimental","(2S)-1-[4-({4-[(2,5-Dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol"
"CMP5124","DB07756","experimental","1-[3-({[(4-AMINO-5-FLUORO-2-METHYLQUINOLIN-3-YL)METHYL]THIO}METHYL)PHENYL]-2,2,2-TRIFLUOROETHANE-1,1-DIOL"
"CMP5125","DB07757","experimental","(9aS)-4-bromo-9a-butyl-7-hydroxy-1,2,9,9a-tetrahydro-3H-fluoren-3-one"
"CMP5126","DB07758","experimental","5-(2,5-DICHLOROPHENYL)-2-FUROIC ACID"
"CMP5127","DB07759","experimental","5-[2-(TRIFLUOROMETHYL)PHENYL]-2-FUROIC ACID"
"CMP5128","DB07760","experimental","3-[(1E,7E)-8-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-3,6-dioxa-2,7-diazaocta-1,7-dien-1-yl]benzoic acid"
"CMP5129","DB07761","experimental","(2R)-1-[4-({6-[(2,6-Difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol"
"CMP5130","DB07762","experimental","4-(N-ACETYLAMINO)-3-[N-(2-ETHYLBUTANOYLAMINO)]BENZOIC ACID"
"CMP5131","DB07763","experimental","(5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE"
"CMP5132","DB07764","experimental","Fluorescin"
"CMP5133","DB07765","experimental","METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL](METHYL)AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE"
"CMP5134","DB07767","experimental","Ferulic acid"
"CMP5135","DB07768","experimental","Epitestosterone"
"CMP5136","DB07769","experimental","S-3-(4-FLUOROPHENOXY)-2-HYDROXY-2-METHYL-N-[4-NITRO-3-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE"
"CMP5137","DB07770","experimental","5-(4-FLUOROPHENYL)-3-{[(4-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID"
"CMP5138","DB07771","experimental","[(3,7,11-TRIMETHYL-DODECA-2,6,10-TRIENYLOXYCARBAMOYL)-METHYL]-PHOSPHONIC ACID"
"CMP5139","DB07772","experimental","(1R)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid"
"CMP5140","DB07773","experimental","5-FLUOROINDOLE PROPANOL PHOSPHATE"
"CMP5141","DB07775","experimental","3',5'-DIBROMO-2',4,4',6'-TETRAHYDROXY AURONE"
"CMP5142","DB07776","approved; experimental","Flavone"
"CMP5143","DB07778","experimental","(S)-famoxadone"
"CMP5144","DB07779","experimental","N-({(2S)-1-[(3R)-3-AMINO-4-(2-FLUOROPHENYL)BUTANOYL]PYRROLIDIN-2-YL}METHYL)BENZAMIDE"
"CMP5145","DB07780","experimental","Farnesyl diphosphate"
"CMP5146","DB07781","experimental","N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-NITRILOMETHYL-PYRIDYL]-THIOUREA"
"CMP5147","DB07782","experimental","4-AMINO-2-TRIFLUOROMETHYL-5-HYDROXYMETHYLPYRIMIDINE PYROPHOSPHATE"
"CMP5148","DB07783","experimental","1-((1R)-1-(HYDROXYMETHYL)-3-{6-[(3-PHENYLPROPANOYL)AMINO]-1H-INDOL-1-YL}PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE"
"CMP5149","DB07785","experimental","1-{(1R,2S)-2-HYDROXY-1-[2-(2-NAPHTHYLOXY)ETHYL]PROPYL}-1H-IMIDAZONE-4-CARBOXAMIDE"
"CMP5150","DB07786","experimental","1-((1R,2S)-1-{2-[2-(4-CHLOROPHENYL)-1,3-BENZOXAZOL-7-YL]ETHYL}-2-HYDROXYPROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE"
"CMP5151","DB07787","experimental","5-FLUORO-1-[4-(4-PHENYL-3,6-DIHYDROPYRIDIN-1(2H)-YL)BUTYL]QUINAZOLINE-2,4(1H,3H)-DIONE"
"CMP5152","DB07788","experimental","(3R,5Z,8S,9S,11E)-8,9,16-TRIHYDROXY-14-METHOXY-3-METHYL-3,4,9,10-TETRAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,7(8H)-DIONE"
"CMP5153","DB07789","experimental","1-[5-Methyl-2-(trifluoromethyl)furan-3-yl]-3-[5-[2-[[6-(1H-1,2,4-triazol-5-ylamino)pyrimidin-4-yl]amino]ethyl]-1,3-thiazol-2-yl]urea"
"CMP5154","DB07790","experimental","N-(2-METHOXYETHYL)-4-({4-[2-METHYL-1-(1-METHYLETHYL)-1H-IMIDAZOL-5-YL]PYRIMIDIN-2-YL}AMINO)BENZENESULFONAMIDE"
"CMP5155","DB07791","experimental","4-{[4-(1-CYCLOPROPYL-2-METHYL-1H-IMIDAZOL-5-YL)PYRIMIDIN-2-YL]AMINO}-N-METHYLBENZENESULFONAMIDE"
"CMP5156","DB07792","experimental","(S)-2-CHLORO-N-(1-(2-(2-HYDROXYETHYLAMINO)-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL)-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE"
"CMP5157","DB07793","experimental","(2S)-N-[(3S)-1-(2-AMINO-2-OXOETHYL)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-2-CHLORO-2H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE"
"CMP5158","DB07794","experimental","5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE"
"CMP5159","DB07795","experimental","Fisetin"
"CMP5160","DB07796","experimental","(3ASR,4RS,8ASR,8BRS)-4-(2-(4-FLUOROBENZYL)-1,3-DIOXODEACAHYDROPYRROLO[3,4-A] PYRROLIZIN-4-YL)BENZAMIDINE"
"CMP5161","DB07797","experimental","N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-CHLORO-PYRIDYL]-THIOUREA"
"CMP5162","DB07798","experimental","(3R)-3-(FLUOROMETHYL)-N-(3,3,3-TRIFLUOROPROPYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE"
"CMP5163","DB07800","experimental","N-(2-(((5-CHLORO-2-PYRIDINYL)AMINO)SULFONYL)PHENYL)-4-(2-OXO-1(2H)-PYRIDINYL)BENZAMIDE"
"CMP5164","DB07801","experimental","N-butyl-3-{[6-(9H-purin-6-ylamino)hexanoyl]amino}benzamide"
"CMP5165","DB07802","experimental","3,8-DIBROMO-7-HYDROXY-4-METHYL-2H-CHROMEN-2-ONE"
"CMP5166","DB07803","experimental","2-phenyl-1H-imidazole-4-carboxylic acid"
"CMP5167","DB07804","experimental","5-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1H-1,2,4-TRIAZOLE-3-SULFONAMIDE"
"CMP5168","DB07805","experimental","3-CHLORO-2,2-DIMETHYL-N-[4-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE"
"CMP5169","DB07806","experimental","(2R,4S)-2-[(R)-BENZYLCARBAMOYL-PHENYLACETYL-METHYL]-5,5-DIMETHYL-THIAZOLIDINE-4-CARBOXYLIC ACID"
"CMP5170","DB07807","experimental","(3R,4R,5R)-5-(HYDROXYMETHYL)-1-(3-PHENYLPROPYL)PIPERIDINE-3,4-DIOL"
"CMP5171","DB07808","experimental","(1S,2R)-2-[(2,5-difluorophenyl)carbamoyl]cyclopropanecarboxylic acid"
"CMP5172","DB07809","experimental","4-({[4-(3-METHYLBENZOYL)PYRIDIN-2-YL]AMINO}METHYL)BENZENECARBOXIMIDAMIDE"
"CMP5173","DB07810","experimental","Phloretin"
"CMP5174","DB07811","experimental","N-cyclopropyl-2',6-dimethyl-4'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-3-carboxamide"
"CMP5175","DB07812","experimental","N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide"
"CMP5176","DB07813","experimental","GLYCYLALANYL-N-2-NAPHTHYL-L-PROLINEAMIDE"
"CMP5177","DB07814","experimental","Gibberellic acid"
"CMP5178","DB07815","experimental","Gibberellin A4"
"CMP5179","DB07816","experimental","N-(P-CYANOPHENYL)-N'-DIPHENYLMETHYL-GUANIDINE-ACETIC ACID"
"CMP5180","DB07817","experimental","1-{3-[(4-pyridin-2-ylpiperazin-1-yl)sulfonyl]phenyl}-3-(1,3-thiazol-2-yl)urea"
"CMP5181","DB07818","experimental","(2E)-3-(2,4-DICHLOROPHENYL)-N-HYDROXYACRYLAMIDE"
"CMP5182","DB07819","experimental","(2E)-3-(4-CHLOROPHENYL)-N-HYDROXYACRYLAMIDE"
"CMP5183","DB07820","experimental","6-(3',5'-DIMETHYLBENZYL)-1-ETHOXYMETHYL-5-ISOPROPYLURACIL"
"CMP5184","DB07821","experimental","(1R)-1,2,2-trimethylpropyl (R)-methylphosphinate"
"CMP5185","DB07823","experimental","(2S)-2-[(3aR,4R,7S,7aS)-1,3-dioxooctahydro-2H-4,7-methanoisoindol-2-yl]propanoic acid"
"CMP5186","DB07824","experimental","4-ethyl-5-methyl-2-(1H-tetrazol-5-yl)-1,2-dihydro-3H-pyrazol-3-one"
"CMP5187","DB07825","experimental","(3S)-1-(4-acetylphenyl)-5-oxopyrrolidine-3-carboxylic acid"
"CMP5188","DB07826","experimental","2-[4-chloro-2-(phenylcarbonyl)phenoxy]-N-phenylacetamide"
"CMP5189","DB07827","experimental","4-{[1-METHYL-2,4-DIOXO-6-(3-PHENYLPROP-1-YN-1-YL)-1,4-DIHYDROQUINAZOLIN-3(2H)-YL]METHYL}BENZOIC ACID"
"CMP5190","DB07829","experimental","4-[3-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL]PYRIDINE"
"CMP5191","DB07830","experimental","(4R,5R)-5-AMINO-1-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-2-ONE"
"CMP5192","DB07831","experimental","2-{[(6-OXO-1,6-DIHYDROPYRIDIN-3-YL)METHYL]AMINO}-N-[4-PROPYL-3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE"
"CMP5193","DB07832","experimental","4-{4-[(5-hydroxy-2-methylphenyl)amino]quinolin-7-yl}-1,3-thiazole-2-carbaldehyde"
"CMP5194","DB07833","experimental","N-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide"
"CMP5195","DB07834","experimental","N-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide"
"CMP5196","DB07835","experimental","N~3~-cyclopropyl-N~4~'-(cyclopropylmethyl)-6-methylbiphenyl-3,4'-dicarboxamide"
"CMP5197","DB07837","experimental","[4-(5-naphthalen-2-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid"
"CMP5198","DB07838","experimental","(Z)-3-BENZYL-5-(2-HYDROXY-3-NITROBENZYLIDENE)-2-THIOXOTHIAZOLIDIN-4-ONE"
"CMP5199","DB07839","experimental","N~2~-1,3-BENZOXAZOL-2-YL-3-CYCLOHEXYL-N-{2-[(4-METHOXYPHENYL)AMINO]ETHYL}-L-ALANINAMIDE"
"CMP5200","DB07840","experimental","(E)-[4-(3,5-Difluorophenyl)-3H-pyrrolo[2,3-b]pyridin-3-ylidene](3-methoxyphenyl)methanol"
"CMP5201","DB07841","experimental","Geranylgeranyl diphosphate"
"CMP5202","DB07842","experimental","(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid"
"CMP5203","DB07843","experimental","5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE"
"CMP5204","DB07844","experimental","6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE"
"CMP5205","DB07845","experimental","2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide"
"CMP5206","DB07846","experimental","(3,4,8b-Trimethyl-3-oxido-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-3-ium-7-yl) N-(2-ethylphenyl)carbamate"
"CMP5207","DB07847","experimental","6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-(4-MORPHOLINYL)-2-OXO ETHYL]-2-OXO-3-PYRROLIDINYL}-2-NAPHTHALENESULFONAMIDE"
"CMP5208","DB07848","experimental","5-Chloro-N-{(3S)-1-[(2S)-1-(4-morpholinyl)-1-oxo-2-propanyl]-2-oxo-3-pyrrolidinyl}-1H-indole-2-sulfonamide"
"CMP5209","DB07849","experimental","S-NONYL-CYSTEINE"
"CMP5210","DB07850","experimental","(1R,2S)-2-(5-thioxo-4,5-dihydro-1H-1,2,4-triazol-3-yl)cyclohexanecarboxylic acid"
"CMP5211","DB07851","experimental","(3R,4S)-1-(3,4-DIMETHOXYPHENYL)-3-(3-METHYLPHENYL)PIPERIDIN-4-AMINE"
"CMP5212","DB07852","experimental","1-(3,5-DICHLOROPHENYL)-5-METHYL-1H-1,2,4-TRIAZOLE-3-CARBOXYLIC ACID"
"CMP5213","DB07854","experimental","N-METHYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE"
"CMP5214","DB07855","experimental","(S)-1-PHENYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE"
"CMP5215","DB07856","experimental","6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE"
"CMP5216","DB07857","experimental","(2R)-2-(4-chlorophenyl)-2-[4-(1H-pyrazol-4-yl)phenyl]ethanamine"
"CMP5217","DB07858","experimental","(2S)-2-(4-chlorophenyl)-2-[4-(1H-pyrazol-4-yl)phenyl]ethanamine"
"CMP5218","DB07859","experimental","4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE"
"CMP5219","DB07860","experimental","(2R)-2-(4-CHLOROPHENYL)-2-PHENYLETHANAMINE"
"CMP5220","DB07861","experimental","(2R)-N-hydroxy-3-naphthalen-2-yl-2-[(naphthalen-2-ylsulfonyl)amino]propanamide"
"CMP5221","DB07862","experimental","7-(1-ETHYL-PROPYL)-7H-PYRROLO-[3,2-F]QUINAZOLINE-1,3-DIAMINE"
"CMP5222","DB07863","experimental","2-chloro-5-nitro-N-phenylbenzamide"
"CMP5223","DB07864","experimental","4-[(CYCLOPROPYLETHYNYL)OXY]-6-FLUORO-3-ISOPROPYLQUINOLIN-2(1H)-ONE"
"CMP5224","DB07865","experimental","3-(1H-tetrazol-5-ylamino)cyclohex-2-en-1-one"
"CMP5225","DB07866","experimental","(5S)-2-(Cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5H)-one"
"CMP5226","DB07867","experimental","6-CHLORO-4-(CYCLOHEXYLOXY)-3-PROPYLQUINOLIN-2(1H)-ONE"
"CMP5227","DB07868","experimental","6-CHLORO-4-(CYCLOHEXYLSULFANYL)-3-PROPYLQUINOLIN-2(1H)-ONE"
"CMP5228","DB07869","experimental","6-Chloro-4-[(R)-cyclohexylsulfinyl]-3-propyl-2(1H)-quinolinone"
"CMP5229","DB07870","experimental","Haloxyfop-P"
"CMP5230","DB07871","experimental","6-CHLORO-4-(CYCLOHEXYLOXY)-3-ISOPROPYLQUINOLIN-2(1H)-ONE"
"CMP5231","DB07872","experimental","5-chloro-N-[(3R)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2H)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide"
"CMP5232","DB07873","experimental","Lauryl alcohol diphosphonic acid"
"CMP5233","DB07874","experimental","(6S)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one"
"CMP5234","DB07875","experimental","5-Chloro-thiophene-2-carboxylic acid ((3S,4S)-1-{[2-fluoro-4-(2-oxo-2H-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide"
"CMP5235","DB07876","experimental","(S)-2-METHYL-1-[(4-METHYL-5-ISOQUINOLINE)SULFONYL]-HOMOPIPERAZINE"
"CMP5236","DB07877","experimental","8-(6-BROMO-BENZO[1,3]DIOXOL-5-YLSULFANYL)-9-(3-ISOPROPYLAMINO-PROPYL)-ADENINE"
"CMP5237","DB07878","experimental","N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE"
"CMP5238","DB07879","experimental","N-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8H)-yl)carbonyl]thiophene-2-carboxamide"
"CMP5239","DB07882","experimental","4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID"
"CMP5240","DB07883","experimental","(2-AMINO-3-PHENYL-BICYCLO[2.2.1]HEPT-2-YL)-PHENYL-METHANONE"
"CMP5241","DB07884","experimental","Opaviraline"
"CMP5242","DB07885","investigational","Talviraline"
"CMP5243","DB07889","experimental","(2S)-1-(Dimethylamino)-3-(4-{[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]amino}phenoxy)-2-propanol"
"CMP5244","DB07890","experimental","4-(2-HYDROXYPHENYLTHIO)-1-BUTENYLPHOSPHONIC ACID"
"CMP5245","DB07891","experimental","Estradiol hemisuccinate"
"CMP5246","DB07892","experimental","1-(2-HYDROXYETHYLOXYMETHYL)-6-PHENYL THIOTHYMINE"
"CMP5247","DB07893","experimental","PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE"
"CMP5248","DB07894","experimental","4-(2-HYDROXY-4-FLUOROPHENYLTHIO)-BUTYLPHOSPHONIC ACID"
"CMP5249","DB07895","experimental","ALPHA-HYDROXYFARNESYLPHOSPHONIC ACID"
"CMP5250","DB07896","experimental","(2S)-hydroxy(4-hydroxyphenyl)ethanoic acid"
"CMP5251","DB07897","experimental","1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE"
"CMP5252","DB07899","experimental","(2S) N-acetyl-L-alanyl-αL-phenylalanyl-chloroethylketone"
"CMP5253","DB07900","experimental","3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE"
"CMP5254","DB07901","experimental","5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE"
"CMP5255","DB07902","experimental","TERT-BUTYL {2-[(1,3-THIAZOL-2-YLAMINO)CARBONYL]PYRIDIN-3-YL}CARBAMATE"
"CMP5256","DB07903","experimental","3-[(2,2-DIMETHYLPROPANOYL)AMINO]-N-1,3-THIAZOL-2-YLPYRIDINE-2-CARBOXAMIDE"
"CMP5257","DB07905","experimental","Hypothemycin"
"CMP5258","DB07906","experimental","[(3R)-7-NITRO-1,2,3,4-TETRAHYDROISOQUINOLIN-3-YL]METHANOL"
"CMP5259","DB07907","experimental","(2S)-2-HYDROXYOCTANOIC ACID"
"CMP5260","DB07908","experimental","7-HYDROXY-4-METHYL-3-(2-HYDROXY-ETHYL)COUMARIN"
"CMP5261","DB07909","experimental","(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL"
"CMP5262","DB07910","experimental","(2S)-2-amino-3-phenylpropane-1,1-diol"
"CMP5263","DB07911","experimental","(3E)-2,6-DIOXO-6-PHENYLHEX-3-ENOATE"
"CMP5264","DB07912","experimental","2-OXOHEPTYLPHOSPHONIC ACID"
"CMP5265","DB07913","experimental","HOMOPHENYLALANINYLMETHANE"
"CMP5266","DB07916","experimental","3-{6-[(8-HYDROXY-QUINOLINE-2-CARBONYL)-AMINO]-2-THIOPHEN-2-YL-HEXANOYLAMINO}-4-OXO-BUTYRI ACID"
"CMP5267","DB07917","experimental","4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE"
"CMP5268","DB07919","experimental","Harmine"
"CMP5269","DB07920","experimental","N-oxo-2-[(4-phenylphenyl)sulfonylamino]ethanamide"
"CMP5270","DB07921","experimental","2-[(4-fluorophenyl)sulfonylamino]-N-oxo-ethanamide"
"CMP5271","DB07922","experimental","N-oxo-2-(phenylsulfonylamino)ethanamide"
"CMP5272","DB07923","experimental","octyl alpha-L-altropyranoside"
"CMP5273","DB07924","experimental","octyl beta-D-galactopyranoside"
"CMP5274","DB07925","experimental","4-(2-HYDROXYPHENYLSULFINYL)-BUTYLPHOSPHONIC ACID"
"CMP5275","DB07926","experimental","N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE"
"CMP5276","DB07927","experimental","3-[(4-Carboxy-2-hydroxyphenyl)sulfamoyl]-2-thiophenecarboxylic acid"
"CMP5277","DB07928","experimental","N-(2-OXOTETRAHYDROFURAN-3-YL)OCTANAMIDE"
"CMP5278","DB07929","experimental","N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE"
"CMP5279","DB07930","experimental","(3R)-3-HYDROXYDODECANOIC ACID"
"CMP5280","DB07931","withdrawn","Hexestrol"
"CMP5281","DB07932","experimental","dimethyl (1R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate"
"CMP5282","DB07933","experimental; investigational","Erteberel"
"CMP5283","DB07934","experimental","[[CYCLOHEXANESULFONYL-GLYCYL]-3[PYRIDIN-4-YL-AMINOMETHYL]ALANYL]PIPERIDINE"
"CMP5284","DB07935","experimental","5-[(5-fluoro-3-methyl-1H-indazol-4-yl)oxy]benzene-1,3-dicarbonitrile"
"CMP5285","DB07936","experimental","N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine"
"CMP5286","DB07937","experimental","2-butoxy-9-(2,6-difluorobenzyl)-N-(2-morpholin-4-ylethyl)-9H-purin-6-amine"
"CMP5287","DB07938","experimental","(S)-iclaprim"
"CMP5288","DB07939","experimental","N-(3-MERCAPTOPROPANOYL)-D-ALANINE"
"CMP5289","DB07940","experimental","9-(3-IODOBENZYLAMINO)-1,2,3,4-TETRAHYDROACRIDINE"
"CMP5290","DB07941","investigational","PH-797804"
"CMP5291","DB07942","experimental","2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine"
"CMP5292","DB07943","investigational","SD-0006"
"CMP5293","DB07944","experimental","N-{3-METHYL-5-[2-(PYRIDIN-4-YLAMINO)-ETHOXY]-PHENYL}-BENZENESULFONAMIDE"
"CMP5294","DB07945","experimental","5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid"
"CMP5295","DB07946","experimental","N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide"
"CMP5296","DB07947","experimental","ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE"
"CMP5297","DB07949","experimental","({[(3E)-2'-Oxo-2',7'-dihydro-2,3'-biindol-3(7H)-ylidene]amino}oxy)acetic acid"
"CMP5298","DB07950","experimental","Indoleacetic acid"
"CMP5299","DB07951","experimental","N-(indole-3-acetyl)-L-aspartic acid"
"CMP5300","DB07952","experimental","N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID"
"CMP5301","DB07953","experimental","N-[1H-INDOL-3-YL-ACETYL]VALINE ACID"
"CMP5302","DB07954","experimental","3-isobutyl-1-methyl-7H-xanthine"
"CMP5303","DB07955","experimental","(2-BROMOETHYL)(2-'FORMYL-4'-AMINOPHENYL) ACETATE"
"CMP5304","DB07956","experimental","[1-(3-CHLORO-2-FORMYL-PHENYLCARBAMOYL)-2-METHYL-PROPYL]-CARBAMIC ACID TERT-BUTYL ESTER"
"CMP5305","DB07957","experimental","METHYL(2-ACETOXY-2-(2-CARBOXY-4-AMINO-PHENYL))ACETATE"
"CMP5306","DB07958","experimental","(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID"
"CMP5307","DB07960","experimental","5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID"
"CMP5308","DB07961","experimental","1-(4-Cyano-phenyl)-3-[2-(2,6-dichloro-phenyl)-1-imino-ethyl]-thiourea"
"CMP5309","DB07962","experimental","METHYL N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINATE"
"CMP5310","DB07963","experimental","N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINE"
"CMP5311","DB07964","experimental","(3S)-4-{[4-(BUT-2-YNYLOXY)PHENYL]SULFONYL}-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE"
"CMP5312","DB07965","experimental","6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9H-purine-2-carbonitrile"
"CMP5313","DB07966","experimental","[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile"
"CMP5314","DB07967","experimental","9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE"
